Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Stoch_K,Stoch_D,ROC,Williams_R,BB_Upper,BB_Middle,BB_Lower,ATR,OBV,CMF,Target
2015-03-16,180.1991729736328,182.7349281178533,179.8139915415307,182.21065854911555,13839990,185.71149902343748,188.3561727905273,184.66710129210543,186.29554524218864,-1.6284439500832093,-0.9313525403810682,39.12101687803626,21.081678804579884,26.671466672698706,-1.5720835055126132,-92.47069886668034,196.70199238462047,186.26893463134766,175.83587687807486,4.63540780376103,-60485713.0,-0.29547327396511014,1
2015-03-17,183.35546875,184.008127294174,179.96375842545055,182.0073410322608,19070082,185.55314483642582,188.22328613281246,184.46531167024307,186.07776179832283,-1.6124501280797574,-1.0675720579208061,44.73116283725617,17.910278416925365,22.131165869430657,-0.8562508606526167,-72.27923064367164,194.97607430263508,185.62001571655273,176.26395713047037,4.59319073697263,-41415631.0,-0.25154686296636153,1
2015-03-18,185.88052368164065,186.65088645529545,182.8953929315932,183.3875651801798,9269885,184.86517028808595,188.15095764160154,184.68303659507347,186.06315156745748,-1.380114972384007,-1.1300806408134463,48.7963930589528,26.374710520229584,21.788889247244946,-3.5690682074676006,-56.125938928959286,193.9108082176884,185.25462951660157,176.59845081551472,4.533355221739033,-32145746.0,-0.2037390444670798,0
2015-03-19,183.2057037353516,187.6031429821561,182.76702686252392,187.3570639691896,13934612,184.18683166503908,188.06664672851562,184.45575461665473,185.85148876507927,-1.3957341484245376,-1.1832113423356645,45.018864463224794,31.48332259948768,25.256103845547543,-3.5704082964390618,-77.14486262890605,192.66550731461288,184.76780700683594,176.870106699059,4.554981000159972,-46080358.0,-0.2411602480982522,0
2015-03-20,182.76702880859372,184.2756430185052,181.59008631534263,183.5801737532895,10405717,183.52668151855468,188.14368225097655,184.1959506461838,185.62301024978404,-1.4270596036002416,-1.23198099458858,44.41163926435734,28.87610461918056,28.91137924629927,-3.4860604638540424,-80.10088458459299,191.16453192301603,184.2547721862793,177.34501244954257,4.421450693231587,-56486075.0,-0.2589232870628,0
2015-03-23,180.16709899902344,184.885525727548,179.34324059116295,183.2806195515905,13251683,182.93394012451174,188.0908279418945,183.57612731585144,185.21886867565362,-1.6427413598021872,-1.3141330676313014,40.891261622304995,16.045050712944548,25.468159310537594,-3.185163198421763,-94.61910064766731,190.9496863157547,183.9214874267578,176.89328853776092,4.5015102963139775,-69737758.0,-0.2411026859184183,1
2015-03-24,181.4510040283203,182.80983105517825,180.19918216575175,180.19918216575175,9238431,182.69427032470705,188.11607879638672,183.2491852716159,184.93976759066598,-1.690582319050094,-1.3894229179150601,43.28219685320352,13.015511453661397,19.31222226192883,-1.303632284565158,-86.23348040675552,190.9586880357455,183.8840400695801,176.8093921034147,4.368740422016894,-60499327.0,-0.2121301388844599,0
2015-03-25,180.79833984375,181.7826844767108,179.9637824379149,181.6756936001925,10264941,182.45781402587892,188.0501708984375,182.8721321288673,184.6329951649685,-1.760863036101199,-1.463710941552288,42.34451639883153,10.119728365886052,13.060096844163997,-1.2909617350024543,-88.78823384791902,190.91887989942504,183.92095336914065,176.92302683885626,4.186609108929682,-70764268.0,-0.18334254241635461,0
2015-03-26,177.4601287841797,181.72919342066984,176.34739507256452,179.98518495338175,20621346,181.7195556640625,187.96029571533202,182.0395162296846,184.1016717293545,-2.062155499669899,-1.5833998531758102,37.83019160438151,10.888299258656813,11.341179692734752,-3.9939814354674152,-92.31338796935503,191.19514460197442,183.77276687622071,176.350389150467,4.271979768870799,-91385614.0,-0.1833137480164894,0
2015-03-27,173.69395446777344,178.67987241131732,171.50056996544376,178.44447818654436,23326922,180.89784240722656,187.82569763183594,180.75558365092905,183.33072970997813,-2.575146059049075,-1.7817490943504635,33.49200630495173,10.839902506559572,10.615976710367478,-4.517114763173954,-86.37867066304723,192.01094107269233,183.44857711791994,174.88621316314754,4.479645674370996,-114712536.0,-0.19917605186562445,0
2015-03-30,173.49066162109375,174.97787776886372,170.43063661796947,174.74249782300674,17330588,180.22699127197265,187.7221276855469,179.6379033386467,182.60183577746815,-2.9639324388214447,-2.01818576324466,33.27022158890943,13.042422672722468,11.590208145979616,-3.7228313769900976,-82.18067334943034,192.62292092102777,182.96924514770507,173.31556937438236,4.484473922694086,-132043124.0,-0.20101802277414993,1
2015-03-31,176.7539825439453,178.23049959453544,175.042071264393,175.042071264393,20235395,179.56684265136718,187.55842712402347,179.19422321638496,182.16866146387386,-2.974438247488905,-2.2094362600935087,40.12450330762679,22.754384882769152,15.54557002068373,-3.6003759533650057,-63.177501339214984,192.55018572018878,182.55999374389648,172.5698017676042,4.502714212033201,-111807729.0,-0.18564060550525507,1
2015-04-01,178.904541015625,179.53580146037353,173.99351702564954,176.51857308913966,14588531,178.86924438476564,187.4144128417969,179.14965672396033,181.92687476400357,-2.7772180400432376,-2.3229926160834546,44.192765394501606,34.66252964292022,23.486445732803944,-3.752938999657374,-50.65423638259403,190.73805077272726,181.86720733642576,172.99636390012427,4.576969227939687,-97219198.0,-0.20144189616262387,0
2015-04-06,176.46507263183594,179.32181460987394,175.7696176820999,178.89383683907658,12334096,178.19518127441407,187.17902557373048,178.73664378671043,181.52229682828744,-2.7856530415770067,-2.4155247011821652,40.805803213452144,40.436120963181885,32.61767849629042,-3.6792692400302016,-64.85989938864532,189.49901757147776,181.19100646972655,172.88299536797533,4.503771206499284,-109553294.0,-0.20527595020476191,1
2015-04-07,178.2197723388672,178.91522725845928,176.76465369502523,176.76465369502523,21275454,177.74045562744143,186.8785864257813,178.65712510242685,181.27766538462666,-2.620540282199812,-2.4565278173856946,44.12309594411168,43.28134686058649,39.45999915556286,-2.4880069996042535,-54.64182364700119,188.08306275212962,180.63356857299803,173.18407439386644,4.357084307936717,-88277840.0,-0.16005372204973745,1
2015-04-08,185.2920684814453,186.0624170072914,178.2304712861308,178.358860326356,24821205,178.2529525756836,186.70375885009773,179.67788562227585,181.5750285769836,-1.8971429547077605,-2.3446508448501078,55.055659177571115,55.68009505019563,46.465854291321335,2.8445645797125554,-13.457991813766611,187.92683917314636,180.59344635009768,173.260053527049,4.606052905114396,-63456635.0,-0.061429611021969366,1
2015-04-09,191.54052734375,192.37508476493576,183.77277529820063,185.20649592340592,27276420,179.26190490722658,186.75233367919927,181.50290742557956,182.31321367081816,-0.8103062452385927,-2.037781924927805,62.10938366747197,76.0323795682007,58.3312738263276,5.560467063524733,-3.8030458346301033,189.70479210178488,180.9780876159668,172.25138313014875,4.89149980237302,-36180215.0,0.040501475079561686,1
2015-04-10,193.51991271972656,194.4721600924163,190.25660526974173,191.50842709752723,25323219,180.5340621948242,186.82701507568365,183.35167747083295,183.14333952629286,0.2083379445400908,-1.5885579510342258,64.03498277426422,92.92603926662552,74.87950462834061,7.036332793194248,-3.9608445517267166,191.8466166015378,181.4959381103516,171.14525961916542,4.8432180181088444,-10856996.0,0.10138756586469275,1
2015-04-13,197.4037933349609,197.8852665590753,192.32158390514024,194.04417985370733,20177342,182.52842864990234,186.970173034668,185.51354144992956,184.19966943804604,1.313872011883518,-1.0080719584506772,67.52264963408246,96.82746819713464,88.59529567732028,11.238391793931331,-1.7537050222392825,194.6297256783326,182.12399215698247,169.61825863563234,4.894679777810716,9320346.0,0.13449543771155448,1
2015-04-15,197.6498870849609,201.06298172725784,194.1297872824526,197.0828068746773,22231264,184.92402191162108,187.04207336425785,187.3806715476267,185.19598185633603,2.1846896912906573,-0.3695196285024103,67.73614593867127,94.38110797501444,94.71153847959152,13.792035935040083,-11.142126500990635,197.21213641628825,182.91093215942388,168.6097279025595,5.040287968310324,31551610.0,0.1588069732514333,1
2015-04-16,198.65560913085935,200.7205899544087,196.65482282603247,197.83175090493256,20177302,187.44051666259767,187.03757934570316,189.1152773296625,186.19299128407852,2.9222860455839736,0.2888415063148665,68.64334292241212,93.0817482951173,94.76344148908879,14.505073226780485,-7.858923591418154,199.6949964914911,183.83375396728516,167.9725114430792,4.97067933688646,51728912.0,0.18376756573962266,0
2015-04-17,198.33462524414065,202.06870646427583,197.42517431286709,200.08931830250225,23958678,189.59858093261718,187.0872244262696,190.53363854727453,187.09237157741646,3.441266969858077,0.9193265990235087,67.98629556078834,89.73215204841696,92.3983361061829,12.209423736650386,-11.802493762340315,201.71272898576817,184.5827117919922,167.45269459821625,4.947311680780909,27770234.0,0.10492282400577421,0
2015-04-20,189.518310546875,200.60287794210817,187.98829838982135,200.57078068399127,37628162,190.65995788574222,186.99135681152347,190.37743423952077,187.2720707603393,3.1053634791814773,1.3565339750551026,52.98470503708856,80.22331012000913,87.67907015451446,5.932644007243519,-39.66865228621413,202.0293642624718,184.7646011352539,167.49983800803602,5.494973671602759,-9857928.0,0.009808201622762719,0
2015-04-21,187.54965209960935,191.6261331043077,186.6937107927023,190.48128785834427,17707007,191.76841583251954,186.72964935302738,189.94239083338056,187.29263234102598,2.6497584923545787,1.6151788785149979,50.31489434343574,67.54592209971293,79.16712808937967,6.28145802591739,-45.89108765230676,202.27326326349393,184.98179855346677,167.69033384343962,5.454791431602949,-27564935.0,0.00931901132504752,1
2015-04-22,188.2558441162109,189.75375944713005,185.52749068248423,188.71591923306093,14761313,192.77202301025392,186.51972778320314,189.68292210766216,187.36398136141005,2.3189407462521103,1.7559312520624204,51.26357646342794,55.080242050598414,67.61649142344015,5.631289752890678,-49.19953390968386,202.57390833536067,185.25623931884763,167.9385703023346,5.367039812534583,-12803622.0,0.023295667748113917,0
2015-04-23,187.6780548095703,190.32080090490365,185.9661436324908,189.13317359628937,13337818,193.01062164306643,186.32007751464846,189.3744809848788,187.3872460612738,1.9872349236050013,1.8021919863709366,50.415394472451474,51.217279244104006,57.94781446480511,1.2876894017532794,-51.257540705697366,202.80997403657668,185.63178710937495,168.45360018217323,5.2947267739544595,-26141440.0,0.03958076494884802,1
2015-04-24,188.07394409179688,189.26158583037227,185.88057369757357,187.66737870771505,12709854,192.6639633178711,186.1874057006836,189.17439838594314,187.4381125820533,1.7362858038898423,1.7890107498747179,51.0134560112186,48.77635248343002,51.69129125937748,-1.8098432222293035,-53.2138679343287,203.05691594552877,185.9629341125488,168.86895227956882,5.158032871014763,-13431586.0,0.049633542244782274,0
2015-04-27,187.30357360839844,189.91422245658853,186.47971527801417,188.32001551936776,11042925,192.04232940673828,186.09581909179687,188.88657918939782,187.42814673215292,1.4584324572448963,1.7228950913487537,49.75582421292435,45.72590986031574,48.57318052928325,-3.2122477857517446,-58.350861779026694,203.2151496896132,186.28819580078118,169.36124191194915,5.034923892983306,-24474511.0,0.037314337051651575,0
2015-04-28,185.1422882080078,188.73728146053796,183.71926677201776,187.17517189242344,14687371,190.81617889404296,186.0239190673828,188.31053442303013,187.25882387851254,1.05171054451759,1.5886581819825212,46.30669313132473,39.143312447474905,44.548524930406884,-6.211382729686148,-71.00533294421987,203.09697043413837,186.67230377197262,170.24763710980687,5.033716092664513,-39161882.0,0.052401220084000937,0
