Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Stoch_K,Stoch_D,ROC,Williams_R,BB_Upper,BB_Middle,BB_Lower,ATR,OBV,CMF,Target
2015-03-16,379.7234497070313,382.01553710054,374.0887263638928,381.8245176738007,399268,386.9292297363282,388.92334594726555,388.8321912559751,391.3941606139023,-2.5619693579271825,1.0938001232751113,41.91493329772977,14.367238537882951,15.068960456165028,-8.671187950459162,-86.90345613656586,421.27177089684153,397.14814453125007,373.0245181656586,11.931959405267959,9370508.0,-0.10305526078219449,1
2015-03-17,386.2654724121094,387.5070112520786,378.0043630887554,381.0604990501032,562431,386.1604217529298,389.39418029785145,388.4373114338419,391.01425778413983,-2.5769463502979306,0.359650828560503,46.71906478956325,16.647474789210897,14.759870127639322,-1.951519358094735,-71.69811559097039,420.1585423879582,396.0856643676758,372.0127863473934,11.758437173700477,9932939.0,-0.062465026926324635,0
2015-03-18,383.7345581054688,388.6530309845196,382.0155000135954,388.6530309845196,309016,384.8138092041017,389.75709411621085,387.7138109217845,390.47502077090496,-2.761209849120462,-0.26452130697569004,45.16280748852962,21.272605992084053,17.429106439725963,-3.3902573798322346,-77.58061029621159,419.98919439899583,395.33595886230466,370.6827233256135,11.39265815921646,9623923.0,-0.03478558622586016,1
2015-03-19,386.5997314453125,396.0546397832447,382.2065758627882,385.7879717042856,1023111,384.1834808349609,390.1180993652343,387.54241407925036,390.18796230234256,-2.6455482230921916,-0.7407266901989904,47.302897982627,26.60002078062572,21.506700520640223,-1.604284886745638,-70.92121177094086,418.0175729566283,394.14454498291013,370.27151700919194,11.568044285019317,10647034.0,-0.10856853035991831,0
2015-03-20,375.0437927246094,389.4648569918888,373.229195473862,387.36378887095833,461698,382.9371551513672,390.5001159667968,385.61954925545945,389.06617196325124,-3.4466227077917893,-1.2819058937175503,40.44675829158514,19.034321164237415,22.302315978982392,-3.216265833117483,-94.3952144401353,415.77218447317307,392.232080078125,368.691975683077,11.901445515948422,10185336.0,-0.06905415773506729,0
2015-03-23,373.2769165039063,378.7683895405704,367.6899337592495,376.7628022546076,498876,382.091943359375,390.81050354003895,383.72068267829746,387.89659748478124,-4.1759148064837746,-1.8607076762707953,39.50396141152832,16.47302521918227,20.702455721348464,-2.214166897909462,-85.26449813137704,412.3347071951537,390.10711669921875,367.8795262032838,11.8426605349036,9686460.0,-0.11484817421295973,0
2015-03-24,369.8387756347656,378.1953651423297,368.2151980151076,373.4679114198621,408226,380.3585510253906,391.08460021972644,381.58500467160025,386.5589810514468,-4.973976379846533,-2.483361416985943,37.664184316064414,8.66926478908065,14.725537057500109,-4.4770520715306175,-94.33249306124571,411.9215686859884,388.55517578124994,365.1887828765115,11.709625291497778,9278234.0,-0.07877932990057641,1
2015-03-25,372.8949279785156,376.2375639296519,367.6899546249859,370.6505808679439,636108,379.4608123779297,391.41981994628895,380.24806979574106,385.5468289719704,-5.298759176229339,-3.0464409688346223,40.324637617088925,12.728163162633898,12.623484390298938,-2.350886967929526,-82.21851931947555,410.2874246144381,387.02711486816406,363.76680512189,11.483767006724081,9914342.0,-0.07164550824023845,0
2015-03-26,372.2263793945313,375.9987943846209,367.6899450080681,372.465139099082,1419196,378.04257812500003,391.6671752929686,379.01396358017035,384.5601290032712,-5.546165423100831,-3.546385859687865,39.923229348281055,13.147421105685567,11.514949685800037,-3.6702956544786667,-84.00672430222204,408.31174196794944,385.47517547607424,362.63860898419904,11.256987175997562,8495146.0,-0.04581130321704917,1
2015-03-27,375.1870422363281,377.8133992431244,367.6899809514695,372.1309060611391,670005,377.47910461425784,392.0616058349608,378.42520645034847,383.8658262797939,-5.440619829445438,-3.92523265363938,42.646054799382156,20.06862427278245,15.314736180367305,-1.479625232234464,-73.56888355995507,405.40956028040034,384.00680389404295,362.60404750768555,11.176017969973087,9165151.0,-0.049928811120959204,0
2015-03-30,373.7545166015625,379.5802603013927,369.7433411635215,377.2404031049559,420532,376.882211303711,392.4388476562499,377.7066387813045,383.1168403777027,-5.410201596398224,-4.222226442191149,41.662150102730486,21.26837596385124,18.161473780773086,-1.5719158535176134,-78.61926424626917,397.68975815796944,381.90572052001954,366.12168288206965,11.080368053394379,8744619.0,-0.11062538285122603,1
2015-03-31,373.9931640625,380.0576656903223,372.9903559313347,375.1869624480765,438421,375.6549804687501,392.73872924804675,377.1353349784115,382.44101250250253,-5.305677524091038,-4.438916658571126,41.902625019033216,23.344647165668125,21.560549134100604,-3.177169388962615,-77.77791069677139,395.9929515252692,380.90770111083987,365.82245069641056,10.793721032365326,9183040.0,-0.11409318931145497,0
